name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Cambodia,3/26/2023,36.3,25.8,30.8,40.3,25.8,34.2,22.9,66.8,0,0,0,,0,0,34.9,16.7,177.6,1008,33.2,10.6,311.7,26.9,10,30,2023-03-26T06:01:17,2023-03-26T18:11:32,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,3/27/2023,36.1,25.4,30.4,41.2,25.4,34,23.5,69,0,0,0,,0,0,39.2,15.7,171,1008.3,51.7,10.3,311.9,27,10,10,2023-03-27T06:00:40,2023-03-27T18:11:33,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,3/28/2023,35.2,25.8,30.6,41.5,25.8,35.5,24.4,71.5,0.7,100,8.33,rain,0,0,38.9,15.3,171.2,1009.6,41.7,9.8,286.3,24.8,10,30,2023-03-28T06:00:02,2023-03-28T18:11:34,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,3/29/2023,34.4,25.9,30,40.3,25.9,34.2,23.8,71,0.7,100,12.5,rain,0,0,36,13.5,184.8,1010.2,46.9,9.7,217.4,18.7,9,10,2023-03-29T05:59:25,2023-03-29T18:11:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,3/30/2023,35.2,26.6,30.4,40,26.6,34.5,23.4,67.7,1.8,100,25,rain,0,0,37.8,13.2,172.8,1008.6,39.6,10,229.1,19.8,10,10,2023-03-30T05:58:48,2023-03-30T18:11:37,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,3/31/2023,34.4,26.6,30,40.6,26.6,34.5,24,72.1,3.4,100,12.5,rain,0,0,32,17.1,170,1008.7,45.8,9.8,252.6,21.8,10,10,2023-03-31T05:58:10,2023-03-31T18:11:38,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/1/2023,35.2,26.6,30.5,42.3,26.6,34.9,23.9,69.8,0,0,0,,0,0,41.8,13.2,170.5,1008.4,45.8,9.5,306.8,26.5,10,10,2023-04-01T05:57:33,2023-04-01T18:11:39,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/2/2023,36.1,23.3,30.3,40.5,23.3,33.5,22.9,67.4,0,0,0,,0,0,37.1,13.5,168.2,1008,36.5,9.7,305,26.5,10,10,2023-04-02T05:56:56,2023-04-02T18:11:41,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/3/2023,36.6,25.6,30,41.1,25.6,34.1,24,72.8,0.4,100,8.33,rain,0,0,38.5,24.9,177.4,1007.6,37.5,10,247.3,21.3,10,10,2023-04-03T05:56:20,2023-04-03T18:11:42,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/4/2023,36.4,25.7,30.8,43,25.7,35.4,24.4,71.3,0.2,100,8.33,rain,0,0,37.8,18.2,177.8,1006.9,41.7,9.5,292.2,25.3,10,30,2023-04-04T05:55:43,2023-04-04T18:11:44,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/5/2023,37.1,26.6,30.9,44,26.6,36.4,24.7,72.3,0.8,100,8.33,rain,0,0,31.7,16.8,179.2,1007.4,40.6,9.5,200.6,17.3,10,30,2023-04-05T05:55:07,2023-04-05T18:11:45,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/6/2023,38.1,26.6,31.8,43.6,26.6,37.1,24.2,67.3,0.3,100,4.17,rain,0,0,33.5,16.6,172.2,1007.7,32.3,9.6,286.8,25,10,30,2023-04-06T05:54:31,2023-04-06T18:11:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/7/2023,35.7,27.7,31.3,41.8,32.1,37.3,24.5,69.3,0.7,100,12.5,rain,0,0,35.3,16.8,167.6,1009.3,40.6,9.8,313,27.2,10,30,2023-04-07T05:53:55,2023-04-07T18:11:49,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VDPP,48991099999,48997099999"
Cambodia,4/8/2023,36.3,27.6,31.6,40.5,31.9,36.4,23.5,65.1,0.9,100,8.33,rain,0,0,66.6,15.2,154.7,1011.3,45.6,9.8,320.3,27.5,10,10,2023-04-08T05:53:19,2023-04-08T18:11:51,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/9/2023,35.5,26.8,31.4,39.6,29.3,35.5,22.8,62.5,1.3,100,8.33,rain,0,0,32.8,14.2,192.8,1011.3,46,10.4,289.3,24.8,10,10,2023-04-09T05:52:44,2023-04-09T18:11:54,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/10/2023,35.6,26.6,31,42.2,26.6,36.2,24,67.9,0.8,100,8.33,rain,0,0,34.9,15.3,191,1009.7,39.6,9.7,262.4,22.6,9,10,2023-04-10T05:52:09,2023-04-10T18:11:56,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,4/11/2023,35.3,26.9,30.9,42.2,30.4,37.4,25.1,72.6,0.9,100,12.5,rain,0,0,36.7,15.7,181.5,1009.1,37.9,11.2,201.1,17.5,10,30,2023-04-11T05:51:34,2023-04-11T18:11:59,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/12/2023,36.4,27.6,31.4,46,33.1,39.1,25.9,74.3,2.4,100,29.17,rain,0,0,34.9,14.6,183.5,1007.5,47.5,9.9,263.5,22.7,10,30,2023-04-12T05:51:00,2023-04-12T18:12:02,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/13/2023,36.6,27.4,30.9,47.2,32.2,38.4,25.9,76.3,0.5,100,8.33,rain,0,0,42.5,16.7,191.5,1007.9,57.9,9.7,191,16.6,10,30,2023-04-13T05:50:26,2023-04-13T18:12:05,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/14/2023,37.6,26.6,31.7,45.6,26.6,38.1,24.9,70.1,0.8,100,12.5,rain,0,0,33.5,14.6,180.2,1007,24.5,11,269.5,23.4,10,60,2023-04-14T05:49:52,2023-04-14T18:12:08,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/15/2023,37.6,24.8,31,47.5,24.8,38,25.3,74.9,4.9,100,33.33,rain,0,0,63,32.6,180,1006.6,47,10.6,222.2,19.3,10,60,2023-04-15T05:49:19,2023-04-15T18:12:12,0.82,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/16/2023,33,23.9,27.8,41.5,23.9,31.1,24.3,82.2,12.7,100,16.67,rain,0,0,45,14.2,149.7,1007.4,77.9,9,206.7,17.8,10,30,2023-04-16T05:48:47,2023-04-16T18:12:16,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/17/2023,34.5,25.4,29.7,44.5,25.4,35.5,25.4,78.7,2.6,100,45.83,rain,0,0,21.6,18,157,1008.5,49,9.8,177.3,15.2,8,60,2023-04-17T05:48:14,2023-04-17T18:12:20,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/18/2023,35.4,27.6,31.2,47.5,32.9,39.6,26.5,77.6,0.3,100,8.33,rain,0,0,31,14.8,164.7,1008.6,49,10.2,185.8,16,8,60,2023-04-18T05:47:43,2023-04-18T18:12:24,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/19/2023,36,27.6,31.3,44.6,33.5,38.6,25.7,74,0.6,100,20.83,rain,0,0,33.1,18.4,183.4,1005.4,48,9.8,193.9,16.8,7,60,2023-04-19T05:47:11,2023-04-19T18:12:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,4/20/2023,37,27.7,31.9,43.2,33.3,38.1,24.6,67.9,0.1,100,4.17,rain,0,0,37.4,22.3,201.4,1003.6,51.1,9.7,234,20.2,9,60,2023-04-20T05:46:41,2023-04-20T18:12:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,4/21/2023,38,28,32.2,44.5,33.5,38.8,24.8,67.7,0,0,0,,0,0,34.6,31.7,191.1,1003.9,36.3,9.5,281.2,24.2,10,60,2023-04-21T05:46:10,2023-04-21T18:12:39,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,48997099999"
Cambodia,4/22/2023,38,27.3,31.8,46,30.5,39,25.4,70.7,0.1,100,4.17,rain,0,0,33.1,20.5,185.7,1004.9,42.3,10.3,309,26.6,10,75,2023-04-22T05:45:41,2023-04-22T18:12:45,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VDPP,48991099999,remote,48997099999"
Cambodia,4/23/2023,38,24,31.6,43.3,24,37.8,24.7,70.1,0,0,0,,0,0,34.6,16.6,163.1,1006.9,32.4,9.7,315.1,27.1,10,60,2023-04-23T05:45:11,2023-04-23T18:12:51,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/24/2023,36,28,31.8,41.9,33.5,38.1,24.6,67.5,1.4,100,29.17,rain,0,0,26.3,9.5,138.5,1008.3,38.9,9.8,318.6,27.5,10,30,2023-04-24T05:44:43,2023-04-24T18:12:57,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/25/2023,38,25,31.4,44.5,25,37.1,24.4,68.3,2.2,100,12.5,rain,0,0,41,16.6,164.9,1006.9,50.7,10.3,311.9,27,10,30,2023-04-25T05:44:15,2023-04-25T18:13:04,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/26/2023,36,26,30.5,41.9,26,34.4,23.3,67.1,3,100,16.67,rain,0,0,38.2,13,177.4,1007.5,60.6,11.5,272.5,23.5,10,10,2023-04-26T05:43:48,2023-04-26T18:13:11,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,4/27/2023,36,28,31.3,42.4,30.9,37.3,24.5,68.2,0.2,100,8.33,rain,0,0,29.2,14.8,182.6,1007.7,49,10.4,309,26.6,10,10,2023-04-27T05:43:21,2023-04-27T18:13:18,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,4/28/2023,36,28,31.5,43.5,32.7,38.3,25,69.7,1.2,100,16.67,rain,0,0,32,16.6,182.9,1007.7,44.2,9.8,222.8,19.3,10,30,2023-04-28T05:42:55,2023-04-28T18:13:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/29/2023,36,28,31.4,41.9,32,37.7,24.7,69.3,0.4,100,16.67,rain,0,0,33.5,18.4,173.6,1007,52.5,9.8,255.8,22,10,30,2023-04-29T05:42:29,2023-04-29T18:13:34,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,4/30/2023,38,27.5,31.5,43.2,30.4,37.3,24.3,67.6,2.5,100,50,rain,0,0,36.4,22.3,134.1,1006.9,56.4,9.8,210.5,18.2,9,30,2023-04-30T05:42:05,2023-04-30T18:13:42,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/1/2023,37,27,31.1,42.1,29.2,36.3,23.8,66.4,0.7,100,12.5,rain,0,0,32,9.4,114.2,1007.1,45.1,9.8,276,23.9,9,30,2023-05-01T05:41:41,2023-05-01T18:13:51,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/2/2023,37,27,31.8,44.3,30.6,37.8,24.5,67.5,0.2,100,8.33,rain,0,0,35.3,31.7,157.3,1007.7,50,9.5,271,23.3,10,10,2023-05-02T05:41:17,2023-05-02T18:14:00,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/3/2023,36,27.5,31.2,44.4,32.5,37.3,24.7,69.9,0.1,100,4.17,rain,0,0,35.6,13,184.8,1008.5,48,9.8,192.2,16.4,9,30,2023-05-03T05:40:55,2023-05-03T18:14:09,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/4/2023,37,28,32.2,43.3,33.5,38.7,24.6,66,0,0,0,,0,0,35.6,20.5,175.4,1006.9,49,9.7,223.9,19.3,9,10,2023-05-04T05:40:33,2023-05-04T18:14:19,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/5/2023,38,27.5,32.6,43.3,30.4,38.7,24.2,63.5,0,0,0,,0,0,32.8,18.4,194.5,1004.1,50.1,10.4,313.8,27.1,10,30,2023-05-05T05:40:12,2023-05-05T18:14:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,5/6/2023,40,28,33.3,44.6,33.5,39.1,23.6,60.2,0,0,0,,0,0,34.2,18.1,189.7,1002.7,44.7,9.8,257.7,22.2,10,30,2023-05-06T05:39:51,2023-05-06T18:14:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/7/2023,39,29,33,45.8,36.8,40.7,25.2,66.4,0.1,100,4.17,rain,0,0,34.9,20.5,199.2,1002.8,44.4,9.8,257.4,22.1,10,60,2023-05-07T05:39:31,2023-05-07T18:14:51,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/8/2023,37.5,25,30.6,45.3,25,36.6,25.5,76.6,4.6,100,25,rain,0,0,28.4,24.1,179.3,1004.9,55.6,9.9,245,21.3,10,60,2023-05-08T05:39:13,2023-05-08T18:15:02,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999"
Cambodia,5/9/2023,32,25.4,28.9,40.5,25.4,33.6,25.2,81,0.3,100,4.17,rain,0,0,20.9,11.2,113.6,1006.6,60.1,10.1,234.5,20.2,10,10,2023-05-09T05:38:54,2023-05-09T18:15:14,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,5/10/2023,36,27,30.8,42.3,30.6,36.6,24.8,72.6,7.1,100,50,rain,0,0,24.1,24.1,174.4,1007.1,53.2,9.7,207.1,17.9,9,30,2023-05-10T05:38:37,2023-05-10T18:15:26,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/11/2023,35,27.6,30.7,41.9,32.7,37.1,25.2,74.3,0.1,100,4.17,rain,0,0,16.9,14.8,177.4,1008.5,64.5,9.5,261.7,22.7,10,30,2023-05-11T05:38:20,2023-05-11T18:15:38,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/12/2023,31,27,28.7,38.7,30.6,34.8,25.9,85,8.1,100,41.67,rain,0,0,25.6,16.6,178,1008.8,56.5,9.5,271,23.3,10,30,2023-05-12T05:38:05,2023-05-12T18:15:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/13/2023,36,27,30.3,43.8,31.8,37.7,26.3,80.5,6.5,100,37.5,rain,0,0,44.6,16.6,148.8,1010.5,50,9.6,154.3,13.3,9,30,2023-05-13T05:37:50,2023-05-13T18:16:04,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/14/2023,36,28,30.5,45.2,32.7,38,26.1,79.2,2.6,100,37.5,rain,0,0,29.9,20.5,169.2,1008.8,50,9.7,229.2,19.7,10,30,2023-05-14T05:37:36,2023-05-14T18:16:17,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/15/2023,37,27,31,41,31.2,35.9,24,70.1,1.8,100,12.5,rain,0,0,29.2,14.8,194.8,1009,46.1,9.5,233.6,20,10,30,2023-05-15T05:37:22,2023-05-15T18:16:31,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/16/2023,38,28,32.5,42.3,33.5,38.3,24,64,0,0,0,,0,0,22,14.8,217,1008.9,46.2,9.5,287,24.7,10,30,2023-05-16T05:37:10,2023-05-16T18:16:44,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/17/2023,39,26,31.6,42.7,26,36.3,23.7,66.4,2.6,100,16.67,rain,0,0,46.4,24.1,231.8,1008.9,44.2,9.1,302.6,26.1,10,10,2023-05-17T05:36:58,2023-05-17T18:16:59,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/18/2023,38,27.8,31.2,44.5,31,37.8,25.1,72.4,0.1,100,4.17,rain,0,0,35.6,13,235.3,1008,47.9,10,271.6,23.5,10,30,2023-05-18T05:36:47,2023-05-18T18:17:13,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,5/19/2023,37,28,32.4,43.2,32.7,38.8,24.6,65.8,0,0,0,,0,0,27.4,18.4,218.1,1006.1,38.3,9.8,269.5,23.3,10,30,2023-05-19T05:36:37,2023-05-19T18:17:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/20/2023,39,26,31.2,44.6,26,37.3,24.8,71.7,0.3,100,8.33,rain,0,0,48.2,27.7,226.6,1005.9,49.1,9.1,264.6,22.7,9,30,2023-05-20T05:36:28,2023-05-20T18:17:43,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,5/21/2023,35.7,28,30.7,45.3,34.5,38.5,26.3,78.9,0.3,100,4.17,rain,0,0,38.9,25.9,172.7,1007.3,43.2,9.7,221.8,19.1,9,30,2023-05-21T05:36:20,2023-05-21T18:17:58,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/22/2023,37,26,29.8,43.8,26,35.1,25,77.6,0.6,100,8.33,rain,0,0,61.2,37.1,188.1,1008.3,50,9.7,254.9,22,8,30,2023-05-22T05:36:12,2023-05-22T18:18:14,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/23/2023,37,27,30.9,44.5,30.1,36.2,24.3,69.4,0,0,0,,0,0,34.6,18.4,221,1007.8,47,9.7,276,23.8,10,30,2023-05-23T05:36:05,2023-05-23T18:18:30,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/24/2023,35.6,27,30,42.6,30.5,35.7,24.8,74.5,0.6,100,16.67,rain,0,0,38.9,18.4,219.7,1007.8,49.2,9.8,242,20.9,10,30,2023-05-24T05:35:59,2023-05-24T18:18:46,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,5/25/2023,36,27,30.8,40.6,31,35.8,24.1,70.1,0,0,0,,0,0,29.2,24.1,222.2,1008.3,37.3,9.9,265.3,22.9,10,30,2023-05-25T05:35:54,2023-05-25T18:19:02,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/26/2023,37,26,30.1,42.2,26,35,24.7,75.8,1.5,100,16.67,rain,0,0,55.4,25.9,213.8,1007.6,53.4,9.2,187.2,15.9,8,10,2023-05-26T05:35:50,2023-05-26T18:19:18,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/27/2023,35,25.8,28.3,42.1,25.8,32.2,25.4,85.8,5,100,25,rain,0,0,35.3,24.1,206,1006.3,75.3,9.9,153.4,13.2,6,30,2023-05-27T05:35:47,2023-05-27T18:19:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,remote,48997099999"
Cambodia,5/28/2023,32,25.8,27.3,39.2,25.8,29.6,25.5,90.7,7.2,100,33.33,rain,0,0,28.1,20.5,188.9,1005.5,72.6,9,116.8,10.1,8,30,2023-05-28T05:35:44,2023-05-28T18:19:51,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999"
Cambodia,5/29/2023,35,25.9,29.6,41.9,25.9,33.8,24.9,78.2,2.5,100,16.67,rain,0,0,23.8,22.3,206.5,1005.9,50,9.7,221.1,19.1,10,10,2023-05-29T05:35:42,2023-05-29T18:20:08,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,5/30/2023,34,27.8,30.7,41.9,32.1,36.6,24.8,71.9,0.4,100,4.17,rain,0,0,33.5,18.4,214.7,1006.1,50,9.8,243.8,21.1,9,30,2023-05-30T05:35:41,2023-05-30T18:20:25,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,5/31/2023,35.2,27,30.5,41.9,30.6,36.6,24.9,73.1,0,0,0,,0,0,35.6,25.9,220.5,1005.4,49,9.8,195.2,16.9,7,10,2023-05-31T05:35:41,2023-05-31T18:20:42,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,48997099999"
Cambodia,6/1/2023,36,27,31.3,44.6,31.2,37.4,24.7,69.8,0,0,0,,0,0,42.5,27.7,220.9,1005,47.1,9.5,237,20.5,9,10,2023-06-01T05:35:41,2023-06-01T18:20:59,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,48997099999"
Cambodia,6/2/2023,37,28,31.1,46,33.5,37.9,25.3,73,0.1,100,4.17,rain,0,0,34.6,20.5,226,1005.5,54.6,9.5,223.3,19.4,10,30,2023-06-02T05:35:42,2023-06-02T18:21:16,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,6/3/2023,36,27,30.9,43.2,31.2,37.3,25.2,73.2,1.6,100,29.17,rain,0,0,37.1,20.5,219.8,1006.7,49.7,9.5,203.8,17.6,10,30,2023-06-03T05:35:44,2023-06-03T18:21:33,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,6/4/2023,37,26,30.7,42,26,36.3,24.7,72.2,2.8,100,33.33,rain,0,0,46.1,16.6,249.1,1006.2,58.1,9.8,209.5,18,9,30,2023-06-04T05:35:47,2023-06-04T18:21:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,6/5/2023,36,26,29.5,41.9,26,34,25,79.7,52.8,100,37.5,rain,0,0,40.7,20.5,250.7,1005.4,64.6,9.2,230,20,8,30,2023-06-05T05:35:50,2023-06-05T18:22:07,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,6/6/2023,33,26,29.1,40.6,26,33.1,24.8,79.4,5,100,16.67,rain,0,0,43.9,29.5,215,1005.7,67.8,9.9,220.6,19.1,9,30,2023-06-06T05:35:54,2023-06-06T18:22:24,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48992099999,VDPP,48991099999,48997099999"
Cambodia,6/7/2023,33,26.4,29.1,40.6,26.4,33.8,24.2,75.4,3.1,100,12.5,rain,0,0,35.6,22.3,203.7,1007,55.3,10.4,32.8,2.8,1,10,2023-06-07T05:35:59,2023-06-07T18:22:41,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,6/8/2023,33,26,28.7,37.9,26,32.2,24.5,79.3,0.1,100,4.17,rain,0,0,38.9,25.9,216.5,1007.3,74.2,9.8,92.2,7.9,4,10,2023-06-08T05:36:05,2023-06-08T18:22:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,6/9/2023,33,27,29.2,38.1,30.6,33.7,24.3,75.7,0.1,100,4.17,rain,0,0,38.2,20.5,229.5,1006.6,75.8,9.5,152.7,13.2,8,10,2023-06-09T05:36:11,2023-06-09T18:23:15,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999,48997099999"
Cambodia,6/10/2023,35,26.1,30.2,39.4,26.1,34.7,23.9,70.5,0.1,100,4.17,rain,0,0,51.8,25.9,239,1005.3,60.1,10.4,209.6,18,9,30,2023-06-10T05:36:18,2023-06-10T18:23:31,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VDPP,48991099999,remote,48997099999"
Cambodia,6/11/2023,33,26.9,29.9,38.1,28.7,33.9,23.2,68.4,0,0,0,,0,0,48.2,27.7,239,1005.4,53.7,10.3,280.5,24.2,10,10,2023-06-11T05:36:25,2023-06-11T18:23:48,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,remote,48997099999"
