name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Cambodia,3/18/2022,35,26,29,41.9,26,33,23.8,74.6,2.5,100,12.5,rain,0,0,33.5,15.8,185.6,1006.3,49.9,10,165,14.4,7,30,2022-03-18T06:06:05,2022-03-18T18:11:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,3/19/2022,36,25,29.6,41.9,25,32.5,23,69.6,1,100,20.83,rain,0,0,43.6,22.3,152.8,1005.7,48.3,9.7,255.4,22.1,8,30,2022-03-19T06:05:29,2022-03-19T18:11:21,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,3/20/2022,36,25,29.3,40.8,25,32.3,23.8,75.2,3.8,100,25,rain,0,0,38.9,20.5,135.3,1006.8,66.2,9.1,240,20.7,7,30,2022-03-20T06:04:52,2022-03-20T18:11:23,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,3/21/2022,33,25,28,39.2,25,31.5,24.4,82.3,4,100,33.33,rain,0,0,34.2,20.5,156,1008.3,49.5,9.8,178.6,15.4,7,10,2022-03-21T06:04:14,2022-03-21T18:11:25,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,3/22/2022,34,25,27.4,39.3,25,29.3,24.6,86.3,2.2,100,29.17,rain,0,0,57.6,27.7,159.7,1009.1,58.9,9,178.5,15.3,6,10,2022-03-22T06:03:37,2022-03-22T18:11:26,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,3/23/2022,34,25,28.4,39.3,25,31.2,24.1,79.8,0.2,100,8.33,rain,0,0,42.5,16.6,177.7,1008.7,50,9.5,258.2,22.5,10,30,2022-03-23T06:03:00,2022-03-23T18:11:28,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,3/24/2022,35,26,30.5,40.6,26,34.9,24,70.1,0.3,100,12.5,rain,0,0,27.4,14.8,150.3,1008,49,9.5,180.4,15.8,9,30,2022-03-24T06:02:22,2022-03-24T18:11:29,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VDPP,48991099999"
Cambodia,3/25/2022,35,27,30.8,40.6,29.9,36,24.1,69.1,0.1,100,4.17,rain,0,0,34.6,20.5,166.9,1008.7,44,10.2,218.6,18.9,10,30,2022-03-25T06:01:45,2022-03-25T18:11:30,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VDPP,48991099999,remote"
Cambodia,3/26/2022,36,27,31.2,43.2,30.6,36.4,24,67.7,0.1,100,4.17,rain,0,0,29.5,13,157.2,1009.3,44.4,9.7,293.2,25.2,10,60,2022-03-26T06:01:07,2022-03-26T18:11:31,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VDPP,48991099999"
Cambodia,3/27/2022,36,27,30.7,41.9,31.2,35.8,24.1,70,4.4,100,20.83,rain,0,0,29.9,29.5,177.2,1008.5,38.6,10.3,201.8,17.3,10,30,2022-03-27T06:00:30,2022-03-27T18:11:33,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,3/28/2022,34,25,28.9,40.6,25,32.6,24,76.1,2.9,100,37.5,rain,0,0,31,24.1,206.2,1009,49.4,10.3,176.8,15.2,10,60,2022-03-28T05:59:53,2022-03-28T18:11:34,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,3/29/2022,33,26,28.2,38.1,26,30.9,23.6,76.9,2.3,100,16.67,rain,0,0,29.5,16.6,184,1008.7,50,9.4,205.7,17.7,9,30,2022-03-29T05:59:15,2022-03-29T18:11:35,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,3/30/2022,34,24,28.4,39.3,24,31,23.2,74.8,4,100,29.17,rain,0,0,27.4,16.6,350.2,1007.7,50,9.5,198.3,17.3,10,30,2022-03-30T05:58:38,2022-03-30T18:11:36,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,3/31/2022,36,27,30.1,39.8,29.6,33.7,22.8,66.3,8.7,100,37.5,rain,0,0,36.7,16.6,32.1,1007.1,50,9.5,217.8,18.7,9,10,2022-03-31T05:58:01,2022-03-31T18:11:38,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,4/1/2022,33,24.4,28.1,40.6,24.4,31.3,24,78.9,7.5,100,58.33,rain,0,0,28.4,18.4,135.4,1008.3,74.7,9.2,222.4,19.3,9,30,2022-04-01T05:57:24,2022-04-01T18:11:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,4/2/2022,31,23,26.7,37.7,23,29.1,24,85.8,31.1,100,79.17,rain,0,0,49,20.5,84,1010.1,75.3,9.5,96.7,8.3,7,30,2022-04-02T05:56:47,2022-04-02T18:11:40,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,4/3/2022,29,21,25.5,31.3,21,26.2,20,73.2,47.9,100,25,rain,0,0,43.9,28.2,0.9,1011.2,54.9,10,205.2,17.8,9,10,2022-04-03T05:56:10,2022-04-03T18:11:42,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VDPP,48991099999,remote"
Cambodia,4/4/2022,31,24,26.9,33,24,27.9,19.9,66.2,0,0,0,,0,0,40,24.1,23.4,1012.1,50,9.7,184.1,15.8,10,10,2022-04-04T05:55:34,2022-04-04T18:11:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,4/5/2022,33,25,28.9,37,25,31.1,21.1,63.3,0.1,100,4.17,rain,0,0,36.7,31.7,43.5,1011.7,46.7,10,240.3,20.7,10,10,2022-04-05T05:54:57,2022-04-05T18:11:45,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,4/6/2022,34,26.8,30.1,37.3,28.7,33,21.6,61.3,0,0,0,,0,0,35.3,25.9,45.1,1010.6,44.4,9.8,280.8,24.1,10,10,2022-04-06T05:54:21,2022-04-06T18:11:47,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,4/7/2022,33,27,30.2,35.3,29.2,32.9,21.4,60.4,0,0,0,,0,0,29.9,20.5,44.5,1009.5,50,9.7,302,26,10,10,2022-04-07T05:53:46,2022-04-07T18:11:49,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,4/8/2022,33,26,29.6,33.5,26,30.7,18.5,52.4,0,0,0,,0,0,27,14.8,36.7,1009.5,40.6,11,303.4,26.3,10,10,2022-04-08T05:53:10,2022-04-08T18:11:51,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,remote"
Cambodia,4/9/2022,34,25,29.7,37.3,25,31.9,21.2,61.4,0.1,100,4.17,rain,0,0,29.9,14,21,1008.3,44.7,11.2,308.8,26.6,10,10,2022-04-09T05:52:35,2022-04-09T18:11:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VDPP,48991099999,remote"
Cambodia,4/10/2022,34,27,29.6,40.6,30.6,34.4,24.3,74.7,2.4,100,33.33,rain,0,0,31.3,16.6,170.6,1007.6,41.9,9.7,265.4,23.1,10,10,2022-04-10T05:52:00,2022-04-10T18:11:56,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,4/11/2022,34,27,29.5,39.3,30.6,34.4,24.6,76.2,1,100,16.67,rain,0,0,34.6,20.5,168,1007.1,50,9.5,229.7,19.9,10,10,2022-04-11T05:51:25,2022-04-11T18:11:59,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,4/12/2022,36,25.8,29.7,40.8,25.8,33.3,24,73.4,1.4,100,12.5,rain,0,0,33.1,16.9,181.4,1006.4,47,9.6,244.1,21.1,10,30,2022-04-12T05:50:51,2022-04-12T18:12:02,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VDPP,48991099999"
Cambodia,4/13/2022,36,27,30.5,41.9,30.6,35.5,24.3,71.5,0.8,100,8.33,rain,0,0,33.1,18.4,185.2,1005,44.8,10,274.5,23.7,10,30,2022-04-13T05:50:17,2022-04-13T18:12:05,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,4/14/2022,36,27,30.1,43.2,30.1,35,24.1,71.8,0.3,100,4.17,rain,0,0,36,31.7,188.5,1005,46.2,9.8,241.1,20.7,10,30,2022-04-14T05:49:44,2022-04-14T18:12:09,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,4/15/2022,36,27,30.5,44.9,30.6,36.5,24.9,73.2,1.2,100,16.67,rain,0,0,28.4,20.5,165.3,1005.6,50.7,9.2,216.8,18.7,10,30,2022-04-15T05:49:11,2022-04-15T18:12:12,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,4/16/2022,34,26,28.6,41.9,26,33.2,25,82,3.1,100,16.67,rain,0,0,27.7,18.4,165.1,1006,55,9.3,180.4,15.6,9,60,2022-04-16T05:48:38,2022-04-16T18:12:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,4/17/2022,35,26,29.3,41.9,26,33,24.6,77.6,0.1,100,4.17,rain,0,0,29.9,13,135.3,1006.9,50.2,9.7,244.8,21.1,10,10,2022-04-17T05:48:06,2022-04-17T18:12:20,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VDPP,48991099999"
Cambodia,4/18/2022,35,26,30.1,39.3,26,34.1,23.6,69.7,0.4,100,12.5,rain,0,0,33.8,15.5,134.1,1008.2,51.4,11.2,190.5,16.5,8,30,2022-04-18T05:47:34,2022-04-18T18:12:25,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,4/19/2022,34,27,30.5,37.3,30.1,33.6,22,63.1,0,0,0,,0,0,28.8,13,36.4,1009,50,9.6,308.4,26.6,10,10,2022-04-19T05:47:03,2022-04-19T18:12:30,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,4/20/2022,34,26,29.7,39.2,26,33.4,22.9,68,3,100,29.17,rain,0,0,32,18.4,193.4,1008.4,50.1,10.3,243.1,20.9,10,30,2022-04-20T05:46:33,2022-04-20T18:12:35,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,4/21/2022,35,26,30,40.6,26,33.7,23.8,71.4,4,100,37.5,rain,0,0,31,14.8,169.3,1008.1,52.8,10.2,182.8,15.7,9,30,2022-04-21T05:46:02,2022-04-21T18:12:40,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,4/22/2022,35,27,30.9,41.9,30.6,36.3,24.3,69.3,1.6,100,8.33,rain,0,0,32,14.8,150,1008.3,47.1,9.5,255.4,22,10,30,2022-04-22T05:45:33,2022-04-22T18:12:46,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VDPP,48991099999"
Cambodia,4/23/2022,36,26.2,30.7,41.9,26.2,34.8,23.1,65.2,0.4,100,12.5,rain,0,0,28.1,16.6,174.2,1007.7,38.1,15.8,233.9,20.3,10,30,2022-04-23T05:45:04,2022-04-23T18:12:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,4/24/2022,35,26.1,30.2,40.6,26.1,34.7,23.8,69.7,1.8,100,37.5,rain,0,0,28.8,12.6,164.8,1006.6,56.7,13.8,262.6,22.6,10,30,2022-04-24T05:44:36,2022-04-24T18:12:58,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,4/25/2022,37,28,31,43.2,32.7,36.9,24.7,70.9,0.9,100,29.17,rain,0,0,29.2,11.2,177.4,1005.9,48.1,10,211,18.2,9,30,2022-04-25T05:44:08,2022-04-25T18:13:05,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,4/26/2022,33,28,29.3,40.8,31.1,35.4,25.4,79.8,2.3,100,20.83,rain,0,0,27.4,24.1,199,1006.2,48.9,10.3,200.6,17.2,10,60,2022-04-26T05:43:41,2022-04-26T18:13:12,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,4/27/2022,38,26,31.8,43.3,26,37.6,24.5,67.4,0,0,0,,0,0,22.7,13,181.4,1005.4,52.3,10.2,306.6,26.4,10,60,2022-04-27T05:43:14,2022-04-27T18:13:19,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,remote"
Cambodia,4/28/2022,36,27,30.8,45.3,30.1,38.5,26.1,77.2,2,100,25,rain,0,0,34.9,20.5,168.8,1005.6,50,10.2,197.3,17,9,60,2022-04-28T05:42:48,2022-04-28T18:13:27,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,4/29/2022,33,24,27.7,39.2,24,31.2,24.4,83.7,12.4,100,50,rain,0,0,31,13,301.7,1006.7,63.4,9.7,124,10.9,7,30,2022-04-29T05:42:23,2022-04-29T18:13:35,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,4/30/2022,31,25,27.8,37.7,25,31,24.2,81.4,2,100,25,rain,0,0,28.8,9.4,134.6,1005.5,60.5,9.4,212.3,18.3,8,10,2022-04-30T05:41:58,2022-04-30T18:13:43,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/1/2022,34,26,28.6,40.6,26,33.4,25.3,83.2,7.7,100,50,rain,0,0,33.1,14.8,168.8,1004.8,50,9.5,187.5,16.3,9,30,2022-05-01T05:41:34,2022-05-01T18:13:52,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/2/2022,32,26,28,37.9,26,31.9,25.2,85.3,22,100,79.17,rain,0,0,25.2,20.5,166.2,1005.7,51.8,9.5,262.3,22.7,9,30,2022-05-02T05:41:11,2022-05-02T18:14:01,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/3/2022,28,24,25.6,32.7,24,26.3,24,91.1,40.4,100,79.17,rain,0,0,29.5,16.6,353.7,1008.5,88.8,9.3,196.1,17.1,8,30,2022-05-03T05:40:49,2022-05-03T18:14:11,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/4/2022,30,24,26.7,35.1,24,28.8,23,80.6,6.4,100,45.83,rain,0,0,21.2,18.4,0.9,1008.7,50,9.5,134.8,11.6,7,10,2022-05-04T05:40:27,2022-05-04T18:14:21,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/5/2022,33,25,28.9,38.1,25,32.3,23.7,74.5,5.4,100,20.83,rain,0,0,28.1,20.5,42.3,1006.7,50.5,9.7,220.2,19,10,30,2022-05-05T05:40:06,2022-05-05T18:14:31,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/6/2022,34,27,30,40.6,31.2,35.8,25.1,75.9,8.8,100,58.33,rain,0,0,30.2,18.4,133.9,1006.2,50.5,9.6,225.7,19.5,9,30,2022-05-06T05:39:46,2022-05-06T18:14:42,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/7/2022,34,27,29.7,42.1,31.2,35.6,25.2,77.7,1.7,100,41.67,rain,0,0,180,26.7,113.3,1006.2,50,9.8,277.1,23.8,10,30,2022-05-07T05:39:26,2022-05-07T18:14:53,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/8/2022,34,27,29.7,40.6,30.1,34.6,24.5,75.1,0.4,100,12.5,rain,0,0,28.4,27.7,139.1,1006.8,47.1,9.6,225.4,19.4,9,10,2022-05-08T05:39:07,2022-05-08T18:15:04,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,5/9/2022,35,25,29,43.3,25,33.6,25.3,82.1,3.2,100,29.17,rain,0,0,27,25.9,151.3,1007.2,49.2,9.7,247.5,21.4,9,30,2022-05-09T05:38:49,2022-05-09T18:15:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VDPP,48991099999"
Cambodia,5/10/2022,32,26,28.1,40.6,26,32.6,25.3,85.3,5.1,100,25,rain,0,0,33.5,13,160.6,1007.4,50,10.1,227.7,19.8,8,30,2022-05-10T05:38:32,2022-05-10T18:15:28,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/11/2022,35,27,30.3,43.3,31.2,36.6,25.4,76.7,5.2,100,33.33,rain,0,0,28.8,11.2,199.8,1006.8,50,9.5,289,25,10,30,2022-05-11T05:38:16,2022-05-11T18:15:40,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/12/2022,34,27,29.6,43.5,30.6,35.7,25.5,79.7,3,100,25,rain,0,0,25.9,18.4,211.7,1006.5,50.2,9.5,254.1,21.8,10,60,2022-05-12T05:38:00,2022-05-12T18:15:53,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/13/2022,35,27,30,43.3,30.6,36.6,25.7,78.9,0,0,0,,0,0,30.6,18.4,198.2,1005.7,45.2,9.4,216.7,18.8,9,30,2022-05-13T05:37:46,2022-05-13T18:16:06,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,5/14/2022,36,28,31.1,41.9,33.5,38,25.5,73.8,0.2,100,8.33,rain,0,0,38.9,14.8,207.5,1006.6,45.2,9.5,219.6,18.9,10,75,2022-05-14T05:37:32,2022-05-14T18:16:19,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,5/15/2022,36,27.6,31.3,44.6,30.9,38.1,25.3,72.3,0.7,100,12.5,rain,0,0,38.5,25.9,201.7,1007.1,37.1,10.2,281.5,24.1,10,60,2022-05-15T05:37:19,2022-05-15T18:16:33,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,5/16/2022,35,27,30.5,41.9,29.6,35.7,24.1,69.5,11.7,100,41.67,rain,0,0,42.8,22.3,241.7,1007.4,45.2,9.5,226.8,19.5,9,30,2022-05-16T05:37:06,2022-05-16T18:16:47,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/17/2022,35,25,28.6,40.6,25,31.6,24.1,78.5,3.7,100,33.33,rain,0,0,45.4,16.6,12.3,1007.8,59.7,9.2,250.6,21.8,10,30,2022-05-17T05:36:55,2022-05-17T18:17:01,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/18/2022,34,25,28.8,40.6,25,32.7,25,81.6,13.7,100,70.83,rain,0,0,29.2,20.5,179.4,1008.2,50.2,9.3,256.6,22.3,9,60,2022-05-18T05:36:44,2022-05-18T18:17:16,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/19/2022,31,25,27.3,39.1,25,31,25.6,90.4,11.7,100,54.17,rain,0,0,28.4,20.5,206.9,1008.9,77.6,9,221.7,19.1,8,30,2022-05-19T05:36:34,2022-05-19T18:17:31,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/20/2022,34,27,30,41.9,31.2,35.2,24.5,74.1,0.1,100,4.17,rain,0,0,36.7,20.5,221.8,1007.3,45.9,9.5,170.3,14.7,8,30,2022-05-20T05:36:25,2022-05-20T18:17:46,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,5/21/2022,34,26.7,29.6,40.6,26.7,34.5,24.5,75.5,1.3,100,16.67,rain,0,0,51.8,27.7,219.7,1005.2,59.2,10,257,22.2,9,30,2022-05-21T05:36:17,2022-05-21T18:18:01,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,5/22/2022,33.6,26.6,28.4,40.6,26.6,32.7,24.5,80.2,1.2,100,25,rain,0,0,47.5,30.2,218.2,1003.6,56,11.3,188.7,16.1,9,30,2022-05-22T05:36:10,2022-05-22T18:18:17,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999,remote"
Cambodia,5/23/2022,30,25,26.7,36.2,25,28.5,24.3,86.7,16.2,100,50,rain,0,0,46.8,25.9,206.2,1004.2,88.8,10.5,32,2.7,2,10,2022-05-23T05:36:03,2022-05-23T18:18:33,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VDPP,48991099999"
Cambodia,5/24/2022,35,26,30.4,41.9,26,35.1,24.3,72.1,0.3,100,4.17,rain,0,0,42.8,28.2,221,1006.8,47.3,9.5,298.7,25.8,10,30,2022-05-24T05:35:57,2022-05-24T18:18:49,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VDPP,48991099999"
Cambodia,5/25/2022,37,24,30.1,43.2,24,34.7,24,71.8,0,0,0,,0,0,42.5,16.6,252.7,1007.2,46.4,9.8,279.3,24.1,9,30,2022-05-25T05:35:53,2022-05-25T18:19:05,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999,remote"
Cambodia,5/26/2022,35,25.6,29.5,40.6,25.6,33.9,24,73.7,8.1,100,33.33,rain,0,0,29.9,18.4,256.1,1005.4,52.1,10.2,191.2,16.5,8,60,2022-05-26T05:35:48,2022-05-26T18:19:22,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,5/27/2022,35,25,28.7,41.9,25,32.8,24.9,81.7,0.7,100,16.67,rain,0,0,51.1,22.3,235.1,1004,65.1,9,230.8,20,9,30,2022-05-27T05:35:45,2022-05-27T18:19:38,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/28/2022,33,26,28.9,39.2,26,32.4,24.1,76.7,0,0,0,,0,0,46.4,27.7,219.7,1004.3,58.7,10.3,123.6,10.7,6,30,2022-05-28T05:35:43,2022-05-28T18:19:55,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,5/29/2022,32,27,29.1,37.9,30.6,34.1,24.8,78.2,0.2,100,8.33,rain,0,0,33.8,18.4,219.8,1004.6,62.5,9.7,198.5,17.1,9,30,2022-05-29T05:35:41,2022-05-29T18:20:12,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/30/2022,33,24,28.3,42.1,24,32,24.6,81.3,3.2,100,16.67,rain,0,0,38.5,29.5,210.2,1004.5,50.4,11,228.7,19.8,9,60,2022-05-30T05:35:40,2022-05-30T18:20:28,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,5/31/2022,34,26,29.3,40.6,26,33.9,25.1,79.7,0.1,100,4.17,rain,0,0,25.6,11.2,197,1004.2,50.7,9.5,233.2,20.1,9,60,2022-05-31T05:35:40,2022-05-31T18:20:45,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,6/1/2022,34,27,30.5,41.9,30.6,37.2,25.5,75.7,2.4,100,16.67,rain,0,0,32.8,16.6,189.1,1004.9,45.4,9.5,239,20.7,9,60,2022-06-01T05:35:41,2022-06-01T18:21:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VDPP,48991099999"
Cambodia,6/2/2022,34,27,29.3,42.1,29.6,34.8,25.2,79.4,0.7,100,16.67,rain,0,0,36.4,22.3,203.9,1005.8,46.8,9.8,232.5,20.2,9,30,2022-06-02T05:35:42,2022-06-02T18:21:20,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999,remote"
Cambodia,6/3/2022,34,26,27.7,41.9,26,30.6,25.4,88.2,0.4,100,16.67,rain,0,0,29.9,24.1,181.1,1006.8,58.3,9.3,268.1,23.1,9,60,2022-06-03T05:35:44,2022-06-03T18:21:37,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,6/4/2022,33,25,27.4,40.6,25,29.3,24.5,85,0,0,0,,0,0,20.9,31.7,193.6,1007.9,58.6,9.6,206.8,17.9,9,30,2022-06-04T05:35:47,2022-06-04T18:21:54,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VDPP,48991099999"
Cambodia,6/5/2022,33,25,28,38.1,25,30.8,24.2,81.6,0.1,100,4.17,rain,0,0,24.1,24.1,256.5,1006.7,49.2,9.7,262,22.7,10,60,2022-06-05T05:35:51,2022-06-05T18:22:11,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VDPP,48991099999"
Cambodia,6/6/2022,36,26,29,44.6,26,32.8,24.5,78.8,3.1,100,29.17,rain,0,0,24.1,30.5,260.1,1005.9,47.1,9.3,233.3,20,10,30,2022-06-06T05:35:55,2022-06-06T18:22:28,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
Cambodia,6/7/2022,35,24,29.1,43.3,24,33.3,24.4,78.1,3.6,100,29.17,rain,0,0,114.8,29.5,247.5,1006.3,53.1,9.2,225.3,19.5,9,60,2022-06-07T05:36:00,2022-06-07T18:22:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VDPP,48991099999"
